id;title;imdbID;rtAllCriticsRating;rtAllCriticsNumReviews;rtAllCriticsNumFresh;rtAllCriticsNumRotten;rtAllCriticsScore;rtTopCriticsRating;rtTopCriticsNumReviews;rtTopCriticsNumFresh;rtTopCriticsNumRotten;rtTopCriticsScore;rtAudienceRating;rtAudienceNumRatings;rtAudienceScore
32743;Ringu 0: Bâsudei;235712;0;2;1;1;50;0;0;0;0;0;0;0;0
32770;Brødre;386342;7.5;71;63;8;88;7.8;24;22;2;91;3.8;1141;84
32781;Hawaii;60491;0;1;0;1;0;0;0;0;0;0;0;0;0
32792;Il deserto rosso;58003;8.4;11;11;0;100;0;2;2;0;100;4.1;1182;86
32825;Seksmisja;88083;0;0;0;0;0;0;0;0;0;0;0;0;0
32844;Waterloo Bridge;33238;6.4;5;4;1;80;0;1;1;0;100;4;1003;88
32853;Le chagrin et la pitié;383974;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
32862;With Six You Get Eggroll;63821;0;2;2;0;100;0;0;0;0;0;0;0;0
32875;Jour de fête;40497;8.2;13;13;0;100;0;1;1;0;100;4;736;83
32882;The Big Store;33388;5.3;9;6;3;66;0;0;0;0;0;0;0;0
32892;Ivanovo detstvo;56111;8.6;9;9;0;100;0;1;1;0;100;4.2;1542;93
32954;The Chant of Jimmie Blacksmith;77318;0;3;3;0;100;0;0;0;0;0;0;0;0
32966;Let Him Have It;102288;7.3;12;11;1;91;0;1;1;0;100;3.9;381;83
32988;Sunshine Cleaning;862846;6.3;158;112;46;70;6.4;34;26;8;76;3.3;81677;59
33004;The Hitch Hikers Guide to the Galaxy;81874;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
33036;The Eiger Sanction;72926;6.4;12;9;3;75;0;1;1;0;100;0;0;0
33072;Vérités et mensonges;72962;7.3;24;21;3;87;0;3;3;0;100;4.1;1945;89
33085;The Amityville Horror;384806;4.2;155;37;118;23;3.9;33;7;26;21;3.2;31070;64
33113;Act of Violence;41088;6.8;10;9;1;90;0;2;2;0;100;3.8;227;78
33124;NaPolA;384369;6.5;38;26;12;68;6.6;13;9;4;69;3.9;1085;86
33126;The Frisco Kid;79180;5.8;14;8;6;57;0;1;0;1;0;3.3;1432;60
33132;State Property 2;403537;3.5;14;2;12;14;4;10;2;8;20;3.9;1114;82
33134;The Year of the Yao;360216;6.2;32;21;11;65;6.1;11;7;4;63;3.6;562;67
33136;House of D;372334;3.8;101;10;91;9;3.6;29;2;27;6;3.6;2769;74
33138;Palindromes;362004;5.3;113;47;66;41;5.7;34;16;18;47;3.5;3088;70
33145;A Lot Like Love;391304;4.9;123;50;73;40;5;33;12;21;36;3.5;20461;76
33148;King's Ransom;388183;2.4;50;1;49;2;2.2;14;0;14;0;2.7;933;37
33150;The Game of Their Lives;354595;0;0;0;0;0;0;0;0;0;0;0;0;0
33152;The Bridges of Madison County;112579;7.2;40;36;4;90;7.9;9;9;0;100;3.6;11573;83
33154;Enron: The Smartest Guys in the Room;1016268;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
33158;xXx: State of the Union;329774;3.8;135;22;113;16;3.9;31;4;27;12;2.9;20840;53
33162;Kingdom of Heaven;320661;5.5;185;72;113;38;5.9;37;19;18;51;3.5;82821;72
33164;House of Wax;397065;4.3;148;37;111;25;4.5;30;6;24;20;2.8;39495;54
33166;Crash;375679;7.1;197;148;49;75;7.1;39;30;9;76;4;98746;89
33168;Jiminy Glick in Lalawood;347369;4.6;44;10;34;22;4.7;19;4;15;21;2.6;694;31
33171;Mysterious Skin;370986;7.2;99;83;16;83;7.6;29;26;3;89;4;9458;89
33188;Mischief;89601;5.2;5;3;2;60;0;0;0;0;0;0;0;0
33191;Jubal;48233;0;4;4;0;100;0;0;0;0;0;0;0;0
33193;Viva Maria!;59956;0;2;0;2;0;0;0;0;0;0;0;0;0
33237;San Francisco;28216;7.4;7;7;0;100;0;0;0;0;0;0;0;0
33296;Buying the Cow;218864;0;3;1;2;33;0;0;0;0;0;0;0;0
33312;The Cocoanuts;19777;7.5;19;18;1;94;0;2;2;0;100;3.6;1293;71
33340;Kizzu ritân;116767;0;4;4;0;100;0;0;0;0;0;0;0;0
33358;Off the Map;332285;6.6;92;64;28;69;6.6;26;18;8;69;3.8;818;82
33410;Crackerjack;291832;6.5;5;5;0;100;0;0;0;0;0;0;0;0
33421;Dear Wendy;342272;5.1;60;22;38;36;4.2;16;3;13;18;3.2;7054;54
33437;Danny the Dog;342258;6.2;128;83;45;64;5.9;31;15;16;48;3.5;17781;77
33451;Brutti, sporchi e cattivi;74252;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
33454;Léolo;104782;8.3;9;9;0;100;0;3;3;0;100;4.1;1393;87
33493;Star Wars: Episode III - Revenge of the Sith;121766;7.2;253;202;51;79;6.6;43;29;14;67;3.1;198824;64
33495;Kicking & Screaming;384642;5.1;137;57;80;41;5;31;12;19;38;3;14260;51
33499;Monster-in-Law;369735;4.2;162;26;136;16;3.9;40;5;35;12;3.2;50840;63
33539;Deep Blue Sea;149261;5.7;89;51;38;57;5.8;22;14;8;63;2.8;26286;44
33558;The Snow Walker;337721;6.8;13;11;2;84;0;3;2;1;66;3.7;895;76
33564;Divorzio all'italiana;55913;7.9;16;16;0;100;7.8;5;5;0;100;4;1181;90
33585;9 Songs;411705;4.4;92;23;69;25;4.5;29;8;21;27;2.7;3152;35
33592;Nabbeun namja;307213;5.2;31;13;18;41;5;10;3;7;30;3.6;1440;72
33603;Simon;393775;5.6;5;3;2;60;0;4;2;2;50;4.1;338;87
33608;December 7th;35790;0;0;0;0;0;0;0;0;0;0;0;0;0
33615;Madagascar;351283;6;185;102;83;55;6;36;14;22;38;3.4;131512;70
33621;Somersault;381429;6.9;64;53;11;82;6.8;18;15;3;83;3.2;9811;53
33629;Airborne;106233;2.9;6;1;5;16;0;1;0;1;0;0;0;0
33639;Mad Hot Ballroom;438205;7.1;115;96;19;83;7.5;32;31;1;96;3.8;2138;80
33644;Dominion: Prequel to the Exorcist;449086;4.7;43;13;30;30;4.7;15;4;11;26;2.7;5628;35
33646;The Longest Yard;398165;4.8;163;51;112;31;5.2;35;14;21;40;3.3;198675;67
33649;Saving Face;384504;6.7;81;70;11;86;7;25;23;2;92;4;2669;87
33660;Cinderella Man;352248;7.4;206;164;42;79;7.6;43;35;8;81;3.8;44272;88
33669;The Sisterhood of the Traveling Pants;403508;6.7;128;98;30;76;7.2;31;29;2;93;3.4;38616;78
33672;Lords of Dogtown;355702;6;141;77;64;54;6.5;33;20;13;60;3.6;15495;81
33675;Après vous...;344604;6;64;36;28;56;6.3;20;12;8;60;3.5;850;67
33677;The School of Rock;332379;7.8;188;172;16;91;8.2;39;38;1;97;3.2;183700;63
33679;Mr. & Mrs. Smith;356910;6;202;116;86;57;5.6;39;18;21;46;3.4;230941;63
33681;The Adventures of Sharkboy and Lavagirl 3-D;424774;4.3;120;24;96;20;4;31;5;26;16;2.5;5829;42
33683;Haute tension;338095;5.2;126;52;74;41;4.9;24;11;13;45;3.4;11124;68
33685;The Honeymooners;373908;3.6;109;15;94;13;3.6;30;4;26;13;2.8;2118;42
33688;Parineeta;437407;0;2;2;0;100;0;1;1;0;100;3.8;1102;81
33722;Ladies in Lavender.;377084;6.1;89;56;33;62;6.3;27;17;10;62;3.5;2044;65
33725;It's All Gone Pete Tong;388139;6.5;70;54;16;77;6.1;21;14;7;66;3.9;3974;87
33750;Voces inocentes;387914;6.8;47;32;15;68;7.1;16;11;5;68;4.3;1831;93
33781;Quo Vadis;43949;6.4;8;7;1;87;0;0;0;0;0;0;0;0
33794;Batman Begins;372784;7.7;257;217;40;84;6.6;43;26;17;60;3.9;184482;90
33815;The Perfect Man;380623;3.2;117;6;111;5;3.5;31;3;28;9;3.2;49341;69
33817;My Summer of Love;382189;7.4;87;78;9;89;7.8;30;29;1;96;3.5;3593;69
33819;Heights;382073;6.3;101;65;36;64;5.8;29;16;13;55;3.6;1284;73
33821;The Deal;848281;0;4;2;2;50;0;2;0;2;0;2.7;714;28
33823;The Bridge of San Luis Rey;356443;2.9;24;1;23;4;2.8;11;0;11;0;2.7;689;34
33826;Saint Ralph;384488;6.3;67;42;25;62;6.1;24;15;9;62;3.8;1289;83
33830;Herbie Fully Loaded;400497;5.4;139;58;81;41;5.6;32;15;17;46;2.8;18840;54
33832;Yes Man;1068680;5.2;144;62;82;43;4.9;31;12;19;38;3.7;141478;72
33834;Land of the Dead;418819;6.6;169;124;45;73;6.4;32;21;11;65;3.1;28194;56
33836;Bewitched;374536;4.6;182;44;138;24;4.3;41;8;33;19;2.5;17310;39
33838;Rize;436724;7;89;74;15;83;7;29;25;4;86;4;2579;84
33880;Me and You and Everyone We Know;415978;7.4;108;88;20;81;7.6;35;29;6;82;3.9;12252;85
33896;Sam gang yi;420251;6.8;62;52;10;83;6.5;23;16;7;69;3.7;5014;75
33903;Die fetten Jahre sind vorbei;408777;6.5;75;52;23;69;6.4;22;14;8;63;4;6418;89
33905;Somebody Up There Likes Me;49778;6.7;10;8;2;80;0;3;3;0;100;3.9;753;86
33966;Cop and ½;106613;2.8;12;2;10;16;0;2;1;1;50;2.3;1861;33
34002;Room Service;30696;5.8;10;7;3;70;0;0;0;0;0;0;0;0
34018;At the Circus;31060;6.9;9;9;0;100;0;0;0;0;0;0;0;0
34048;War of the Worlds;407304;7;244;178;66;72;6.7;42;28;14;66;2.9;162092;45
34065;Billion Dollar Brain;61405;0;4;2;2;50;0;1;0;1;0;3.1;957;45
34072;La marche de l'empereur;428803;7.8;163;153;10;93;7.6;38;35;3;92;3.5;18536;76
34129;Rebound;376108;3.7;89;12;77;13;4;29;4;25;13;2.9;5853;52
34143;Dark Water;382628;5.5;148;67;81;45;5.3;36;15;21;41;2.7;18535;38
34148;De battre mon coeur s'est arrêté;411270;7.2;91;77;14;84;6.9;28;22;6;78;3.9;3473;83
34150;Fantastic Four;120667;4.5;200;54;146;27;4.7;34;10;24;29;3.2;95962;57
34153;Murderball;436613;8.4;137;134;3;97;8.4;35;35;0;100;3.9;3228;87
34155;Saraband;299478;7.9;78;73;5;93;8.2;26;24;2;92;3.9;1427;83
34158;Julie Johnson;239509;0;0;0;0;0;0;0;0;0;0;0;0;0
34162;Wedding Crashers;396269;6.7;180;135;45;75;6.9;38;28;10;73;3.5;215271;70
34164;Happy Endings;361693;6;104;58;46;55;6;33;16;17;48;3.4;3035;63
34170;C.H.O.M.P.S;78924;0;2;0;2;0;0;0;0;0;0;0;0;0
34177;The Hindenburg;73113;5.1;11;5;6;45;0;1;0;1;0;3;497;40
34185;Staying Together;98383;5.8;5;4;1;80;0;1;0;1;0;3.2;295;61
34189;Twin Sitters;122768;0;0;0;0;0;0;0;0;0;0;0;0;0
34193;Earth: Final Conflict;123816;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
34198;Les poupées russes;409184;6.6;47;34;13;72;6.8;17;11;6;64;3.6;8145;76
34271;Hustle & Flow;410097;7.3;153;126;27;82;7.5;37;30;7;81;3.6;17513;80
34292;Hardware;99740;6.1;9;5;4;55;0;1;0;1;0;3.2;1157;60
34299;Appaloosa;800308;6.6;156;119;37;76;6.6;34;25;9;73;3.2;19629;55
34319;The Island;399201;5.4;184;74;110;40;5.2;36;14;22;38;3.3;41199;67
34321;The Bad News Bears;74174;7.4;24;22;2;91;7.2;5;5;0;100;3.3;4926;74
34323;The Devil's Rejects;395584;5.4;131;70;61;53;5.4;27;13;14;48;3.6;27834;79
34326;Last Days;403217;5.9;111;64;47;57;6;35;23;12;65;3.1;5692;53
34330;V for Vendetta;434409;6.8;233;169;64;72;6.2;37;23;14;62;3.9;226041;88
34332;Sky High;405325;6.5;124;90;34;72;6.6;27;18;9;66;3;28338;58
34334;Stealth;382992;3.8;138;18;120;13;3.6;31;2;29;6;2.9;14786;50
34336;Must Love Dogs;417001;5;145;50;95;34;5;32;11;21;34;3;16710;57
34338;The Aristocrats;436078;0;0;0;0;0;0;0;0;0;0;0;0;0
34353;Twice in a Lifetime;90223;7.4;6;5;1;83;0;1;1;0;100;3;200;45
34359;Georgy Girl;60453;7.1;9;8;1;88;0;0;0;0;0;0;0;0
34405;Serenity;379786;7.1;176;143;33;81;7.1;33;28;5;84;3.8;60506;89
34437;Broken Flowers;412019;7.4;184;160;24;86;7.4;40;34;6;85;3.3;21466;68
34482;The Browning Version;109340;6.7;16;13;3;81;0;3;1;2;33;3.5;322;63
34499;The Heart Is Deceitful Above All Things;368774;5;49;20;29;40;3;15;1;14;6;3.6;2672;70
34520;The Dukes of Hazzard;377818;3.6;164;22;142;13;3.7;37;8;29;21;2.9;27455;58
34523;The Chumscrubber;406650;4.9;58;20;38;34;4.8;8;3;5;37;3.5;6925;76
34526;Secuestro express;371939;5.7;42;22;20;52;6.2;13;8;5;61;3.2;1109;73
34528;Junebug;418773;7.5;126;108;18;85;7.8;33;31;2;93;3.4;7517;72
34530;Deuce Bigalow: European Gigolo;367652;2.8;100;10;90;10;3;24;2;22;8;2.7;16038;51
34532;The Skeleton Key;397101;5.3;147;56;91;38;5;33;8;25;24;3.1;23528;63
34534;Four Brothers;430105;0;0;0;0;0;0;0;0;0;0;0;0;0
34536;The Great Raid;326905;5.3;119;43;76;36;4.9;28;8;20;28;3.6;3417;73
34538;Asylum;804443;0;2;0;2;0;0;1;0;1;0;2.2;1071;17
34540;Pretty Persuasion;381505;5;76;25;51;32;4.4;27;4;23;14;3.4;2958;64
34542;Grizzly Man;427312;8;134;125;9;93;8.3;35;35;0;100;3.6;9472;82
34579;The 24th Day;246404;3.7;14;3;11;21;3.8;8;2;6;25;3.4;768;60
34583;Prime Cut;69121;5.8;10;7;3;70;0;1;1;0;100;3.3;584;60
34608;The Best of Everything;52619;0;4;2;2;50;0;0;0;0;0;0;0;0
34643;The Three Stooges Meet Hercules;56579;0;3;0;3;0;0;0;0;0;0;0;0;0
34645;Race with the Devil;73600;5;5;2;3;40;0;0;0;0;0;0;0;0
34648;Akasia;380164;0;0;0;0;0;0;0;0;0;0;0;0;0
34767;My Date with Drew;378407;6;64;45;19;70;5.7;21;14;7;66;3.1;2652;53
35015;Duma;361715;7.5;59;55;4;93;7.4;25;23;2;92;3.3;11201;57
35836;The 40 Year Old Virgin;405422;7.2;179;153;26;85;7.1;36;31;5;86;3.6;141534;81
35957;Red Eye;421239;6.7;178;141;37;79;7.2;37;33;4;89;3.2;32710;66
36056;Man of the West;51899;8.7;6;6;0;100;0;0;0;0;0;0;0;0
36152;A Nightmare on Elm Street: The Dream Child;97981;4.1;27;8;19;29;0;4;1;3;25;2.9;17837;56
36276;Caché;387898;7.8;128;113;15;88;8.2;31;29;2;93;3.5;16387;71
36397;Valiant;361089;5;109;33;76;30;4.6;25;3;22;12;2.8;6330;39
36401;The Brothers Grimm;355295;5.1;177;66;111;37;4.8;34;10;24;29;2.9;36907;47
36477;The Baxter;401244;5.1;73;24;49;32;4.8;24;6;18;25;3.7;1793;76
36509;The Cave;402901;3.5;105;12;93;11;3;24;1;23;4;2.8;10980;38
36511;Undiscovered;434424;3.2;66;5;61;7;3.5;24;3;21;12;3.1;1795;53
36513;Dirty Deeds;280605;5.7;13;8;5;61;0;3;1;2;33;0;0;0
36517;The Constant Gardener;387131;7.6;181;151;30;83;8.2;36;33;3;91;3.5;31578;81
36519;Transporter 2;388482;0;0;0;0;0;0;0;0;0;0;0;0;0
36523;Margaret Cho: Assassin;462333;4.7;24;9;15;37;5.1;12;6;6;50;3.3;467;61
36525;Just Like Heaven;425123;5.7;148;84;64;56;5.2;30;12;18;40;3.6;90795;77
36527;Proof;377107;6.4;138;87;51;63;6.4;34;20;14;58;3.2;15629;57
36529;Lord of War;399295;6.2;141;86;55;60;5.6;33;14;19;42;3.6;51125;84
36531;Venom;428251;3.1;62;6;56;9;3.5;19;3;16;15;2.6;2557;30
36533;Cry_Wolf;384286;4;43;10;33;23;4.6;10;4;6;40;3;9727;57
36535;Everything Is Illuminated;404030;6.5;118;79;39;66;6.3;30;17;13;56;3.9;17347;88
36537;Thumbsucker;318761;6.7;107;75;32;70;6.8;27;19;8;70;3.3;10573;68
36539;The Thing About My Folks;429177;5.5;64;28;36;43;5;20;8;12;40;2.8;3150;40
36541;Succubus: Hell Bent;775544;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
36553;In Old Chicago;29047;0;3;1;2;33;0;0;0;0;0;0;0;0
36708;Family Guy Presents Stewie Griffin: The Untold Story;385690;0;0;0;0;0;0;0;0;0;0;0;0;0
36752;Revenge of the Ninja;86192;0;0;0;0;0;0;0;0;0;0;0;0;0
37211;Go West;32536;6.5;9;8;1;88;0;0;0;0;0;0;0;0
37240;Why We Fight;436971;7;108;86;22;79;7.1;32;24;8;75;3.3;6585;79
37287;Gertrud;58138;7.7;9;6;3;66;0;1;0;1;0;3.8;476;77
37335;Da zui xia;59079;0;0;0;0;0;0;0;0;0;0;0;0;0
37380;Doom;419706;3.9;128;24;104;18;3.8;24;4;20;16;2.7;28789;47
37382;Domino;421054;0;0;0;0;0;0;0;0;0;0;0;0;0
37384;Waiting...;348333;4.2;87;26;61;29;3.9;25;6;19;24;3.4;35090;76
37386;Æon Flux;402022;3.3;102;10;92;9;3.5;19;2;17;10;2.9;50363;47
37475;An Unfinished Life;350261;5.9;140;74;66;52;5.4;32;14;18;43;3.3;13634;65
37477;Yes Man;1068680;5.2;144;62;82;43;4.9;31;12;19;38;3.7;141478;72
37545;Woyzeck;80149;7.3;11;9;2;81;0;2;1;1;50;3.8;1117;79
37720;The Exorcism of Emily Rose;404032;4.9;6;2;4;33;0;0;0;0;0;0;0;0
37727;Flightplan;408790;5.3;169;63;106;37;5.5;35;13;22;37;3.2;35131;56
37729;Corpse Bride;121164;7.2;182;152;30;83;7.6;34;31;3;91;3.5;98441;76
37731;Hooligans;385002;5.5;61;28;33;45;5.4;19;9;10;47;3.9;56992;87
37733;A History of Violence;399146;7.9;201;175;26;87;8.4;36;34;2;94;3.4;45849;68
37736;Oliver Twist;380599;0;0;0;0;0;0;0;0;0;0;0;0;0
37739;The Greatest Game Ever Played;388980;6.2;109;68;41;62;5.7;27;15;12;55;3.6;15763;76
37741;Capote;379725;8.2;179;161;18;89;8.6;39;39;0;100;3.5;35934;72
37830;Final Fantasy VII: Advent Children;385700;5.7;6;2;4;33;0;0;0;0;0;0;0;0
37837;Crustacés et coquillages;428430;5.6;50;25;25;50;5;16;7;9;43;3.5;393;63
37844;Roll Bounce;403455;0;0;0;0;0;0;0;0;0;0;0;0;0
37846;Daltry Calhoun;339642;3.6;28;2;26;7;3.8;9;0;9;0;2.6;4398;34
37853;Into the Blue;378109;4;123;26;97;21;4.5;31;10;21;32;3.1;24229;67
37855;The Prize Winner of Defiance, Ohio;406158;6.1;79;46;33;58;6.1;28;14;14;50;3.2;7811;55
37857;MirrorMask;366780;5.9;87;47;40;54;5.6;26;11;15;42;3.6;20173;77
37955;Innocence;375233;6.7;17;11;6;64;6.9;8;6;2;75;3.7;1170;73
37957;Indiana Jones and the Kingdom of the Crystal Skull;367882;6.9;246;190;56;77;6.1;41;25;16;60;3.4;252104;59
37976;Francesco, giullare di Dio;42477;8.4;14;14;0;100;0;2;2;0;100;3.9;443;84
38038;Wallace & Gromit in The Curse of the Were-Rabbit;312004;8.1;172;163;9;94;7.8;35;33;2;94;3.4;30852;72
38061;Kiss Kiss Bang Bang;373469;7.4;146;122;24;83;7;35;28;7;80;3.7;46555;83
38095;Dalkomhan insaeng;456912;8.1;8;8;0;100;0;0;0;0;0;0;0;0
38188;Bubble;454792;0;0;0;0;0;0;0;0;0;0;0;0;0
38198;Darwin's Nightmare;424024;7.6;51;47;4;92;7.5;20;18;2;90;3.9;1596;83
38294;Beowulf & Grendel;402057;5.4;33;16;17;48;5.2;13;5;8;38;2.9;7530;43
38304;No Direction Home: Bob Dylan;367555;8;14;13;1;92;0;3;3;0;100;4.3;3390;94
38388;Goal!;380389;5.2;80;35;45;43;5.2;23;10;13;43;3.7;33414;77
38499;Angels in America;318997;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
38600;Factotum;417658;6.8;111;84;27;75;6.5;29;17;12;58;3.2;9868;51
38701;Don't Come Knocking;377800;5.4;100;42;58;42;5.4;27;11;16;40;3;13487;40
38798;In Her Shoes;388125;6.9;162;121;41;74;6.4;38;23;15;60;3.2;31531;65
38824;Äideistä parhain;343221;0;3;3;0;100;0;1;1;0;100;4;941;85
38886;The Squid and the Whale;367089;7.9;138;129;9;93;8.2;35;35;0;100;3.6;28511;76
38992;Two for the Money;417217;4.7;109;23;86;21;5.3;29;5;24;17;3.1;9296;52
38994;Separate Lies;369053;6.8;88;63;25;71;7.1;29;22;7;75;3.2;726;46
39052;Star Wreck: In the Pirkinning;472566;0;0;0;0;0;0;0;0;0;0;0;0;0
39183;Brokeback Mountain;388795;8.2;233;202;31;86;8.1;42;38;4;90;3.4;82054;77
39231;Elizabethtown;368709;4.6;168;46;122;27;4.1;36;7;29;19;3.1;42584;65
39234;North Country;395972;6.7;166;114;52;68;6.8;38;26;12;68;3.5;14739;72
39292;Good Night, and Good Luck.;433383;8.1;213;200;13;93;8.2;41;39;2;95;3.6;37838;73
39307;Dreamer: Inspired by a True Story;418647;6.3;115;73;42;63;6.1;29;17;12;58;3.6;21404;74
39369;Detective Story;43465;6.1;9;6;3;66;0;0;0;0;0;0;0;0
39381;The Proposition;421238;7.3;123;107;16;86;7.4;31;27;4;87;3.6;20228;77
39390;The Gospel;451069;4.9;37;12;25;32;5.1;13;5;8;38;3.5;1967;78
39394;Dandelion;338133;6.2;12;8;4;66;0;4;2;2;50;3.7;657;75
39398;C.S.A.: The Confederate States of America;389828;7;65;51;14;78;7;20;16;4;80;3.2;1917;50
39400;The Fog;432291;2.7;66;3;63;4;2.8;11;0;11;0;2.5;14642;35
39402;Loggerheads;406038;6.5;46;33;13;71;6.4;18;13;5;72;2.8;4784;36
39408;Left Behind: World at War;443567;0;2;0;2;0;0;0;0;0;0;0;0;0
39410;Protocols of Zion;436686;6.4;56;39;17;69;5.8;19;11;8;57;2.9;4921;40
39414;Shopgirl;338427;6.3;146;88;58;60;6.5;37;24;13;64;3;17702;51
39416;Kids in America;408961;0;0;0;0;0;0;0;0;0;0;0;0;0
39419;Where the Truth Lies;373450;0;0;0;0;0;0;0;0;0;0;0;0;0
39421;After School Special;302297;0;2;0;2;0;0;1;0;1;0;2.9;2657;39
39425;Emmanuel's Gift;447016;6.4;22;18;4;81;5.6;8;6;2;75;3.6;352;76
39427;Stay;371257;4.6;119;31;88;26;4.2;33;5;28;15;3.4;20956;68
39429;I Confess;45897;7.2;20;17;3;85;0;3;2;1;66;3.6;2474;70
39435;The Legend of Zorro;386140;4.8;133;34;99;25;4.8;30;8;22;26;3.2;32197;61
39441;New York Doll;436629;7.3;51;46;5;90;7.1;14;13;1;92;3.9;843;84
39444;The Weather Man;384680;6.1;131;76;55;58;6;33;17;16;51;2.9;22086;51
39446;Saw II;432348;4.6;116;41;75;35;3.9;27;6;21;22;3.2;183455;66
39449;Prime;387514;5.6;116;57;59;49;5.7;31;15;16;48;3.1;17427;52
39474;Subarashiki nichiyôbi;39871;6.8;7;6;1;85;0;3;3;0;100;3.7;268;75
39659;Teorema;63678;7.4;14;12;2;85;0;4;4;0;100;4;1151;80
39703;Little Fish;382810;6.6;21;18;3;85;6.2;6;5;1;83;2.8;6910;47
39715;American Pie Presents Band Camp;436058;3.7;5;1;4;20;0;0;0;0;0;0;0;0
39869;Manderlay;342735;5.6;97;49;48;50;4.3;26;8;18;30;3.6;3901;77
39886;Nine Lives;420015;6.7;84;63;21;75;7.3;23;19;4;82;3.1;4724;54
39896;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;116126;4.5;24;7;17;29;5.6;7;3;4;42;0;0;0
40010;Temporada de patos;407246;7.1;73;66;7;90;7.6;22;20;2;90;0;0;0
40148;Revolver;365686;3.5;61;10;51;16;3.1;19;1;18;5;3.3;15328;60
40278;Jarhead;418763;6.3;195;119;76;61;6;40;21;19;52;3.3;52128;68
40337;Ha-Ushpizin;426155;7.4;61;57;4;93;7.7;21;21;0;100;4;763;86
40339;Chicken Little;371606;5.4;156;56;100;35;5.5;34;8;26;23;3.2;54371;56
40412;Dead Man's Shoes;419677;5.7;40;23;17;57;4.5;11;4;7;36;3.9;22081;83
40414;Joyeux Noël;424205;6.8;91;69;22;75;7.1;26;22;4;84;3.6;9688;80
40491;Tulitikkutehtaan tyttö;98532;0;3;3;0;100;0;0;0;0;0;0;0;0
40494;Zombie ja Kummitusjuna;103337;0;3;3;0;100;0;0;0;0;0;0;0;0
40574;Get Rich or Die Tryin';430308;4.4;118;20;98;16;5;27;6;21;22;3.3;42176;73
40581;Just Friends;433400;5.1;96;40;56;41;5;27;10;17;37;3.4;46041;73
40583;Syriana;365737;6.9;193;139;54;72;7.5;43;37;6;86;3.3;38319;65
40586;Calamari Union;87020;0;0;0;0;0;0;0;0;0;0;0;0;0
40614;Derailed;398017;4.6;125;25;100;20;4.6;34;6;28;17;3.1;25982;61
40629;Pride & Prejudice;414387;7.7;164;140;24;85;7.6;37;32;5;86;3.8;101164;88
40723;Wolf Creek;416315;5.5;108;57;51;52;5.2;27;14;13;51;3;24198;50
40732;The Descent;435625;7.3;165;139;26;84;7;30;22;8;73;3.3;49487;71
40752;Takeshis';478044;5.4;5;2;3;40;0;0;0;0;0;0;0;0
40815;Harry Potter and the Goblet of Fire;330373;7.4;216;190;26;87;7.2;36;32;4;88;3.4;275215;74
40817;Dinner with Friends;271461;6.4;7;6;1;85;0;0;0;0;0;0;0;0
40819;Walk the Line;358273;7.3;202;166;36;82;7.1;40;30;10;75;3.9;112102;86
40826;Rent;294870;5.8;168;79;89;47;5.5;34;13;21;38;3.5;58040;83
40833;I pugni in tasca;59619;0;4;4;0;100;0;0;0;0;0;0;0;0
40851;Zathura: A Space Adventure;406375;6.5;157;118;39;75;6.6;30;22;8;73;3;23630;54
40870;Movie Crazy;23241;0;1;0;1;0;0;0;0;0;0;0;0;0
40887;Lonesome Jim;385056;6;89;53;36;59;5.7;24;10;14;41;2.9;12480;41
40946;Sarah Silverman: Jesus Is Magic;422528;6.1;98;63;35;64;6.2;27;18;9;66;3.2;9920;55
40952;Bee Season;387059;5.4;104;44;60;42;4.9;32;11;21;34;2.8;3415;37
40955;Breakfast on Pluto;411195;6.1;114;64;50;56;5.8;28;13;15;46;3.3;14498;73
40959;The Ice Harvest;400525;0;0;0;0;0;0;0;0;0;0;0;0;0
40962;Yours, Mine and Ours;443295;3.3;105;6;99;5;3.7;28;1;27;3;3.2;36270;64
40964;In the Mix;426615;3.2;37;5;32;13;3.3;14;1;13;7;2.9;13084;48
40966;The Libertine;375920;4.6;116;35;81;30;4.6;30;7;23;23;3.2;22316;57
40969;First Descent;455475;5.7;61;33;28;54;5.3;21;10;11;47;3;5006;54
40973;The Wild Geese;78492;6.8;5;3;2;60;0;0;0;0;0;0;0;0
40988;Hondo;45883;7.1;5;4;1;80;0;0;0;0;0;0;0;0
41014;L'uccello dalle piume di cristallo;65143;7.5;21;19;2;90;0;3;2;1;66;3.7;1755;79
41025;A Good Woman;379306;5.3;81;30;51;37;5.6;25;8;17;32;2.7;9179;44
41136;Taxi Driver;75314;8.7;50;49;1;98;7.7;9;8;1;88;4.1;58145;93
41285;Match Point;416320;7.2;205;158;47;77;7.9;40;36;4;90;3.4;41276;78
41336;Nazarín;51983;7.8;10;8;2;80;0;2;0;2;0;4.1;418;87
41411;Inside Deep Throat;418753;7;120;99;21;82;6.6;40;27;13;67;3.4;1737;61
